Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag,BP_RP
0.00039019,-1.6,10.07918,0.8026165366,2.4196360668,0.8,1.085,3.7316,3.135,3,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1,-4.57e-12,0.0,0.7582,0.2414,7.119e-05,1.948e-05,0.0001769,-1.0,0.0004121,2.058,14.696394585211275,15.052394585211275,14.158394585211274,0.8940000000000001
0.00039019,-1.6,10.07918,0.8029732108,2.4197598071,0.801,1.133,3.7301,3.081,3,0.0,0.536,0.0,0.0,0.0,0.0,0.0,-1,-5.44e-12,0.0,0.7567,0.2429,7.124e-05,1.954e-05,0.0001773,-1.0,0.0003889,1.937,14.576394585211276,14.935394585211275,14.035394585211275,0.9000000000000004
0.00039019,-1.6,10.07918,0.8032851219,2.4198679141,0.801,1.179,3.7287,3.03,3,0.0,0.535,0.0,0.0,0.0,0.0,0.0,-1,-6.41e-12,0.0,0.7554,0.2442,7.123e-05,1.961e-05,0.0001775,-1.0,0.0003759,1.823,14.464394585211275,14.825394585211274,13.920394585211275,0.9049999999999994
0.00039019,-1.6,10.07918,0.8035888672,2.4199730982,0.801,1.228,3.7273,2.975,3,0.0,0.534,0.0,0.0,0.0,0.0,0.0,-1,-7.64e-12,0.0,0.7542,0.2454,7.113e-05,1.971e-05,0.0001778,-1.0,0.0004168,1.701,14.344394585211274,14.707394585211276,13.797394585211276,0.9100000000000001
0.00039019,-1.6,10.07918,0.8038802743,2.4200739238,0.801,1.279,3.7257,2.918,3,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-9.17e-12,0.0,0.7532,0.2464,7.096e-05,1.986e-05,0.0001779,-1.0,0.0003932,1.573,14.218394585211275,14.584394585211275,13.668394585211274,0.9160000000000004
0.00039019,-1.6,10.07918,0.8041246533,2.4201584131,0.801,1.325,3.7242,2.865,3,0.0,0.53,0.0,0.0,0.0,0.0,0.0,-1,-1.09e-11,0.0,0.7523,0.2473,7.076e-05,2.003e-05,0.0001781,-1.0,0.0003721,1.456,14.103394585211275,14.472394585211275,13.550394585211276,0.9219999999999988
0.00039019,-1.6,10.07918,0.8043475151,2.4202354118,0.801,1.372,3.7227,2.813,3,0.0,0.529,0.0,0.0,0.0,0.0,0.0,-1,-1.28e-11,0.0,0.7516,0.2479,7.056e-05,2.022e-05,0.0001782,-1.0,0.0004184,1.341,13.988394585211275,14.361394585211276,13.433394585211275,0.9280000000000008
0.00039019,-1.6,10.07918,0.804557085,2.4203077734,0.801,1.419,3.7211,2.759,3,0.0,0.527,0.0,0.0,0.0,0.0,0.0,-1,-1.52e-11,0.0,0.7511,0.2485,7.035e-05,2.042e-05,0.0001783,-1.0,0.0004168,1.222,13.872394585211275,14.247394585211275,13.313394585211276,0.9339999999999993
0.00039019,-1.6,10.07918,0.8047423363,2.4203717019,0.802,1.465,3.7195,2.707,3,0.0,0.525,0.0,0.0,0.0,0.0,0.0,-1,-1.8e-11,0.0,0.7507,0.2489,7.019e-05,2.059e-05,0.0001783,-1.0,0.0004157,1.108,13.759394585211275,14.138394585211275,13.197394585211274,0.9410000000000007
0.00039019,-1.6,10.07918,0.8049185276,2.4204324726,0.801,1.513,3.7178,2.653,3,0.0,0.524,0.0,0.0,0.0,0.0,0.0,-1,-2.13e-11,0.0,0.7504,0.2492,7.006e-05,2.072e-05,0.0001784,-1.0,0.0004171,0.989,13.642394585211274,14.024394585211276,13.077394585211275,0.947000000000001
0.00039019,-1.6,10.07918,0.8050738573,2.4204860225,0.801,1.559,3.7162,2.6,3,0.0,0.524,0.0,0.0,0.0,0.0,0.0,-1,-2.52e-11,0.0,0.7502,0.2493,6.999e-05,2.081e-05,0.0001784,-1.0,0.0004187,0.873,13.530394585211274,13.915394585211274,12.961394585211275,0.9539999999999988
0.00039019,-1.6,10.07918,0.8052120805,2.4205336549,0.801,1.603,3.7145,2.549,3,0.0,0.523,0.0,0.0,0.0,0.0,0.0,-1,-2.96e-11,0.0,0.7501,0.2495,6.994e-05,2.086e-05,0.0001784,-1.0,0.0004188,0.762,13.421394585211274,13.810394585211275,12.849394585211275,0.9610000000000003
0.00039019,-1.6,10.07918,0.8053437471,2.4205790105,0.801,1.649,3.7128,2.496,3,0.0,0.523,0.0,0.0,0.0,0.0,0.0,-1,-3.5e-11,0.0,0.7501,0.2495,6.992e-05,2.088e-05,0.0001784,-1.0,0.0004188,0.647,13.308394585211275,13.700394585211274,12.733394585211276,0.9669999999999987
